time,seconds_elapsed,z,y,x
1772614521230619600,0.06361962890625,-0.0352963543087244,-0.05639876357018947,-0.052526598311960694
1772614521240686800,0.073686767578125,-0.03477466852217913,-0.015546528699994086,-0.011632497061416506
1772614521250753800,0.08375390625,-0.04743862752318382,0.059313189712166786,0.023012407601252196
1772614521260821000,0.093821044921875,-0.058738896955549715,0.08432254328429699,0.025961101339012384
1772614521270888000,0.103887939453125,-0.025669863307476042,0.10186287615001201,0.03133190765716135
1772614521280955000,0.113954833984375,-0.0033949031352996824,0.09415478599071501,0.02173888053409755
1772614521291021800,0.124021728515625,0.041620881155133245,0.06175532216727733,0.009898585940897464
1772614521301088800,0.1340888671875,0.06885404825657605,0.020963293051719664,-0.03907740721739828
1772614521311155700,0.14415576171875,0.08662351370304823,-0.03180558958351612,-0.08840338285714387
1772614521321222700,0.15422265625,0.10853899291306733,-0.05061667303740978,-0.1190741962570697
1772614521331289900,0.164289794921875,0.1168193300023675,-0.030498598638176916,-0.09974610319174826
1772614521341356800,0.174356689453125,0.11043109026998281,0.024169980138540267,-0.06521408431902527
1772614521351423700,0.184423828125,0.11807254493385552,0.04693710774183273,-0.05619345025643706
1772614521361490700,0.19449072265625,0.08313216445595026,0.03385375428497791,-0.09724559161290526
1772614521371557600,0.2045576171875,0.03642185120731592,0.02794482250213623,-0.15640373689383266
1772614521381624600,0.21462451171875,-0.014822890600562095,0.051639001822471615,-0.1237242140199989
1772614521391691800,0.22469189453125,-0.0601207067027688,0.08011281663477421,-0.09592720249071716
1772614521401758700,0.2347587890625,-0.09365618881881237,0.061329790231585496,-0.10863755791671574
1772614521411826000,0.244825927734375,-0.09978928474634885,0.07618190692663192,-0.09731960669718683
1772614521421892900,0.254892822265625,-0.09792816704958676,0.12013386137783527,-0.09086743488311767
1772614521431959800,0.264959716796875,-0.0863715847685933,0.13352291978299616,-0.04511135361939669
1772614521442026800,0.27502685546875,-0.06334580622911452,0.16522037281692026,-0.004825520460307597
1772614521452094000,0.285093994140625,-0.02039630681872368,0.1478039585918188,0.0004873451255261898
1772614521462161000,0.295160888671875,-0.005750526350736617,0.1104553479284048,-0.011532909144461154
1772614521472227800,0.305227783203125,-0.018256956702470777,0.08520750942528248,-0.009918678880855441
1772614521482294800,0.315294677734375,-0.039515141047537325,0.09492343227565288,-0.017528715493157505
1772614521492361700,0.32536181640625,-0.06583703852295875,0.0684358228445053,-0.04314407213442027
1772614521502428700,0.3354287109375,-0.09790624747872352,0.057336336681246755,-0.05954422198906541
1772614521512495900,0.345495849609375,-0.12532236993163823,0.06281038417816162,-0.019630071686580777
1772614521522562800,0.355562744140625,-0.16182663872539996,0.07076455805301665,0.032555604233220216
1772614521532629800,0.365629638671875,-0.15003127925246953,0.13907880034446715,0.055179523973539465
1772614521542696700,0.37569677734375,-0.16565671840757132,0.1170212823152542,0.08717172217033803
1772614521552763600,0.385763671875,-0.15939122827202082,0.12422902173697947,0.020706176485493777
1772614521562830600,0.39583056640625,-0.16464637232124804,0.08861293395459652,-0.06497947184555232
1772614521572897800,0.405897705078125,-0.19545885921418665,0.052390696972608564,-0.036176498144119974
1772614521582964700,0.41596484375,-0.1761190757110715,0.05202829340100288,0.01834931116104126
1772614521593032000,0.426031982421875,-0.14022650907486675,0.030858664122223853,0.05851458668038249
1772614521603099000,0.436098876953125,-0.12421382416784763,0.02977905219197273,0.05676153246797621
1772614521613165800,0.446165771484375,-0.10223755468130111,0.02482815178632736,0.02324095566011965
1772614521623232800,0.456232666015625,-0.10550912369787692,0.033654432320594785,0.02418897709995508
1772614521633299700,0.4662998046875,-0.07391103938519954,0.06262158360779285,0.08906228515729307
1772614521643367000,0.476366943359375,-0.057957975710928436,0.05565291363894939,0.0646634646989405
1772614521653433900,0.486433837890625,-0.06766834560334682,0.02643675602674484,0.015944076650217173
1772614521663500800,0.496500732421875,-0.07099661324322223,0.03357143021225929,0.010529065864160657
1772614521673567700,0.506567626953125,-0.08445084583908319,-0.012830840000510215,0.0007194003157317638
1772614521683634700,0.516634765625,-0.10114332970380782,-0.04640519282221794,0.03678429131153971
1772614521693701600,0.52670166015625,-0.11863719307929277,-0.014001637345552443,0.0585599236594513
1772614521703768800,0.536768798828125,-0.1106882799014449,-0.039463410860300065,0.06522898962721228
1772614521713835800,0.546835693359375,-0.11425824734270572,-0.05268704957067966,0.023049122882448137
1772614521723902700,0.55690283203125,-0.11287468402981757,-0.05207447063028812,-0.04004351230319589
1772614521733969700,0.5669697265625,-0.09305676162093877,-0.06339315250217914,-0.04173742020688951
1772614521744036600,0.57703662109375,-0.08759440456181763,-0.045856326767802234,-0.024015227968245744
1772614521754103600,0.587103515625,-0.08349865968078374,-0.020509119543433187,-0.023816453993134198
1772614521764171000,0.5971708984375,-0.08383943594247102,0.01300970369875431,-0.023248298716358837
1772614521774238000,0.607238037109375,-0.08427256666272878,0.05461304919719696,0.02289645307138562
1772614521784305000,0.617304931640625,-0.0835050894215703,0.08600479728281497,0.04030124992392957
1772614521794371800,0.627371826171875,-0.09704641577899456,0.08674187938570976,0.04294380032196641
1772614521804438800,0.637438720703125,-0.11735416753143071,0.07808043402433396,0.025739531010203064
