time,seconds_elapsed,z,y,x
1772615911757368000,0.0693681640625,-0.8587372303009033,-1.0726243257522583,2.246721029281616
1772615911767436000,0.07943603515625,-0.9691335558891296,-1.0322200059890747,2.435093641281128
1772615911777504000,0.08950390625,-1.1037712097167969,-1.0524067878723145,2.619904041290283
1772615911787572000,0.099572021484375,-1.2587738037109375,-1.1079860925674438,2.8102946281433105
1772615911797640200,0.10964013671875,-1.4054077863693237,-1.1979635953903198,2.9636917114257812
1772615911807708000,0.1197080078125,-1.5126959085464478,-1.2927302122116089,3.075700283050537
1772615911817775900,0.12977587890625,-1.5624096393585205,-1.393352746963501,3.108372688293457
1772615911827843800,0.13984375,-1.5599607229232788,-1.5372833013534546,3.079648494720459
1772615911837912000,0.149912109375,-1.526023030281067,-1.6459461450576782,2.996229410171509
1772615911847980000,0.15997998046875,-1.4805184602737427,-1.6197359561920166,2.9016687870025635
1772615911858048000,0.170048095703125,-1.409145474433899,-1.560854434967041,2.787945032119751
1772615911868116000,0.180115966796875,-1.3054367303848267,-1.5424466133117676,2.636397361755371
1772615911878184200,0.19018408203125,-1.1974258422851562,-1.548406958580017,2.441896915435791
1772615911888252000,0.200251953125,-1.1203837394714355,-1.530000925064087,2.1945128440856934
1772615911898321000,0.21032080078125,-1.0904228687286377,-1.4399772882461548,1.9604448080062866
1772615911908389000,0.22038916015625,-1.0536936521530151,-1.3348509073257446,1.7626620531082153
1772615911918457000,0.23045703125,-0.9978157877922058,-1.2820327281951904,1.5600996017456055
1772615911928525000,0.240525146484375,-0.9397881627082825,-1.2751224040985107,1.3558775186538696
1772615911938593000,0.250593017578125,-0.8893353939056396,-1.1963211297988892,1.1675227880477905
1772615911948661000,0.260660888671875,-0.784210205078125,-1.0350295305252075,0.989631175994873
1772615911958729000,0.27072900390625,-0.6161724925041199,-0.8814955949783325,0.8076382279396057
1772615911968797000,0.280796875,-0.45327460765838623,-0.7588483095169067,0.6517233848571777
1772615911978865000,0.290864990234375,-0.35161030292510986,-0.6454885005950928,0.5469996333122253
1772615911988933000,0.30093310546875,-0.3115200996398926,-0.5756955146789551,0.4755921959877014
1772615911999001000,0.3110009765625,-0.28898337483406067,-0.5109497904777527,0.43321916460990906
1772615912009069000,0.321069091796875,-0.2493157684803009,-0.43359872698783875,0.4101877808570862
1772615912019137000,0.331136962890625,-0.22848479449748993,-0.33985039591789246,0.39008304476737976
1772615912029205000,0.341205078125,-0.25669750571250916,-0.2223292887210846,0.3893980085849762
1772615912039273000,0.35127294921875,-0.2957705855369568,-0.19691075384616852,0.38447943329811096
1772615912049341000,0.3613408203125,-0.3218751847743988,-0.1695103496313095,0.364327609539032
1772615912059409000,0.371408935546875,-0.3041137754917145,-0.08859127014875412,0.3191604018211365
1772615912069477000,0.38147705078125,-0.22805875539779663,-0.02555464394390583,0.2579152286052704
1772615912079545000,0.391545166015625,-0.13673549890518188,-0.03254890441894531,0.1892874538898468
1772615912089613000,0.401613037109375,-0.06155010312795639,-0.09358823299407959,0.13562431931495667
1772615912099681000,0.411680908203125,-0.00655742734670639,-0.1769140064716339,0.08796758204698563
1772615912109749000,0.4217490234375,0.04635609686374664,-0.20968933403491974,0.05767125263810158
1772615912119818000,0.43181787109375,0.06944303959608078,-0.1873435527086258,0.03830421343445778
1772615912129886000,0.441885986328125,0.05217740312218666,-0.153039813041687,0.007862591184675694
1772615912139954200,0.4519541015625,0.009578809142112732,-0.11859822273254395,-0.02040286920964718
1772615912150022100,0.462022216796875,-0.05668989568948746,-0.0750156044960022,-0.04967165365815163
1772615912160089900,0.47208984375,-0.1303124576807022,-0.02543819695711136,-0.07761114090681076
1772615912170157800,0.48215771484375,-0.1959921270608902,0.030659519135951996,-0.09489136934280396
1772615912180226000,0.49222607421875,-0.22849041223526,0.022296927869319916,-0.0932127833366394
1772615912190294000,0.5022939453125,-0.25962597131729126,-0.0010683154687285423,-0.10180254280567169
1772615912200362000,0.512362060546875,-0.26164835691452026,0.019050322473049164,-0.11766241490840912
